   37  333.3318 13.3323  16250     0 10515  5735
   38  333.2511 13.4361  16304    54 10527  5777
   39  333.2501 13.4375  16307     3 10591  5716
   40  333.2502 13.4390  16404    97 10637  5767
   41  333.1196 13.5294  16961   557 10820  6141
   42  333.3324 13.5339  17144   183 10917  6227
   43  333.2787 13.8296  17290   146 10853  6437
   44  333.3191 13.9429  17403   113 10797  6606
   45  333.5881 13.8806  17574   171 10410  7164
   46  333.8390 13.8410  17835   261 10509  7326
   47  333.9474 13.7498  18047   212 10655  7392
   48  333.9487 13.7491  18345   298 10822  7523
   49  334.0894 13.9063  18635   290 10872  7763
   50  334.3308 13.8739  18901   266 11003  7898
   51  334.4370 13.8028  19023   122 11048  7975
   52  334.5909 13.9262  19318   295 10593  8725
   53  334.6533 13.9991  19337    19 10754  8583
   54  334.7600 14.0402  19330     7 10805  8525
   55  334.9957 14.0013  19419    89 10856  8563
   56  334.9986 14.0010  19470    51 10966  8504
   57  335.0668 14.0715  19651   181 11031  8620
   58  335.0646 14.0699  19894   243 11029  8865
   59  334.8964 13.9675  19967    73 10973  8994
   60  334.7855 14.2070  20235   268 11013  9222
   61  334.9405 14.1337  20448   213 10967  9481
   62  335.0209 14.0809  20671   223 11019  9652
   63  334.9180 14.4532  20715    44 11074  9641
   64  335.0233 14.6682  21431   716 11375 10056
   65  335.1987 14.8633  21578   147 11471 10107
   66  335.2699 14.9180  21609    31 11497 10112
   67  335.2693 14.9184  21795   186 11425 10370
   68  335.2384 14.9930  22005   210 11495 10510
   69  335.2407 14.9935  22023    18 11527 10496
   70  335.2417 14.9924  22107    84 11516 10591
   71  335.2436 14.9887  22085    22 11506 10579
   72  335.2722 14.9164  22085     0 11557 10528
   73  335.3214 14.9662  22106    21 11547 10559
   74  335.2874 14.8341  21981   125 11504 10477
   75  335.3470 14.7793  21834   147 11510 10324
   76  335.1638 14.9670  21711   123 11566 10145
   77  335.1096 14.8820  21534   177 11660  9874
   78  335.1425 14.9379  21303   231 11711  9592
   79  334.8622 14.7912  21031   272 11621  9410
   80  335.1382 14.9240  20784   247 11518  9266
   81  334.9572 14.7565  20448   336 11633  8815
   82  334.8707 14.6634  20269   179 11604  8665
   83  334.5980 14.4992  19464   805 11417  8047
   84  334.2504 14.4998  19085   379 12011  7074
   85  334.3316 14.3333  19022    63 12022  7000
   86  334.2763 14.1119  18884   138 12128  6756
   87  334.2766 14.1110  18782   102 12237  6545
   88  334.3316 14.3325  18665   117 12415  6250
   89  334.4683 14.3528  18532   133 12478  6054
   90  334.4994 14.4981  18397   135 12527  5870
   91  334.5005 14.5004  18976   579 12338  6638
   92  334.7502 14.5846  18525   451 12341  6184
