   35  477.6355 361.0909   9751     0  7355  2396
   36  477.5017 360.9999   9769    18  7347  2422
   37  477.5013 360.9996   9793    24  7368  2425
   38  477.7121 360.8595   9832    39  7403  2429
   39  477.8097 360.6916   9841     9  7402  2439
   40  477.7748 360.5050   9949   108  7396  2553
   41  477.4988 360.5015   9991    42  7437  2554
   42  477.3913 360.2251  10260   269  7459  2801
   43  477.4965 360.3862  10317    57  7435  2882
   44  477.4974 360.3877  10320     3  7385  2935
   45  477.5898 360.4433  10442   122  7327  3115
   46  477.8010 360.2925  10588   146  7332  3256
   47  477.6969 360.2723  10669    81  7318  3351
   48  477.6967 360.2679  10699    30  7334  3365
   49  477.4995 360.3345  10623    76  7353  3270
   50  477.5020 360.0057  10736   113  7358  3378
   51  477.5644 360.0848  10707    29  7357  3350
   52  477.5968 360.0771  10752    45  7375  3377
   53  477.5067 360.0032  10752     0  7369  3383
   54  477.5079 360.0020  10795    43  7399  3396
   55  477.7107 360.0024  10788     7  7440  3348
   56  477.7112 360.0025  10852    64  7453  3399
   57  477.6956 359.9644  10844     8  7478  3366
   58  477.7115 360.0020  10809    35  7503  3306
   59  477.7831 360.0876  10768    41  7487  3281
   60  477.7848 360.0859  10832    64  7517  3315
   61  477.8762 360.0009  10765    67  7553  3212
   62  478.0890 359.9125  10635   130  7615  3020
   63  478.0911 359.9135  10606    29  7663  2943
   64  478.0911 359.9128  10562    44  7659  2903
   65  478.1715 360.0011  10553     9  7682  2871
   66  478.0909 360.0931  10450   103  7617  2833
   67  478.0906 360.0937  10442     8  7566  2876
   68  478.0909 360.0944  10400    42  7585  2815
   69  478.0861 360.2182  10410    10  7587  2823
   70  478.0845 360.2187  10368    42  7578  2790
   71  477.9980 360.2903  10373     5  7584  2789
   72  477.9979 360.0055  10322    51  7541  2781
   73  478.0858 360.2195  10258    64  7542  2716
   74  478.0023 360.3536  10092   166  7553  2539
   75  478.2652 360.3312  10075    17  7553  2522
   76  478.1249 360.3093  10090    15  7538  2552
   77  477.7723 359.8479  10007    83  7519  2488
