   50  346.0000 169.4999  12835     0  9161  3674
   51  345.9170 169.6672  13120   285  9256  3864
   52  346.2124 169.6436  13275   155  9192  4083
   53  346.2494 169.4385  13315    40  9092  4223
   54  346.4984 169.5010  13564   249  9262  4302
   55  346.5330 169.3353  13711   147  9251  4460
   56  346.5872 169.5887  13886   175  9393  4493
   57  346.2882 169.9013  13867    19  9393  4474
   58  346.2749 169.5907  13919    52  9442  4477
   59  346.3045 169.6956  14078   159  9530  4548
   60  346.2874 169.9030  14114    36  9530  4584
   61  346.4023 169.8983  14131    17  9576  4555
   62  346.5002 169.9967  14202    71  9696  4506
   63  346.6132 169.7221  14103    99  9728  4375
   64  346.6898 169.9359  14141    38  9748  4393
   65  346.6267 170.1849  14269   128  9689  4580
   66  346.5256 170.6322  14596   327  9650  4946
   67  346.2818 170.9970  14894   298  9701  5193
   68  345.9208 171.2367  15083   189  9716  5367
   69  345.4792 171.8667  15528   445  9606  5922
   70  345.1733 172.4806  15667   139  9585  6082
   71  345.0017 172.3614  15840   173  9615  6225
   72  344.9617 172.2689  15913    73  9628  6285
   73  345.0000 172.0000  15883    30  9624  6259
   74  344.7014 172.2998  15848    35  9688  6160
   75  344.6121 172.6656  15949   101  9407  6542
   76  344.7779 172.6105  15992    43  9425  6567
   77  344.7783 172.6094  16101   109  9507  6594
   78  344.8100 173.0445  16224   123  9580  6644
   79  344.7086 173.2068  16441   217  9628  6813
   80  344.6917 173.6532  16598   157  9380  7218
   81  344.7071 174.2115  16571    27  9389  7182
   82  344.6986 175.2518  16552    19  9165  7387
   83  344.4742 175.8438  16518    34  9177  7341
   84  344.5021 175.7045  16315   203  9125  7190
   85  344.6828 175.6862  16404    89  9205  7199
   86  344.6830 175.6845  16292   112  9230  7062
   87  344.8738 175.7948  16309    17  9229  7080
   88  344.6348 176.1695  16371    62  9246  7125
   89  344.8235 176.2181  16164   207  9316  6848
   90  345.0002 176.5032  15967   197  9342  6625
   91  345.0810 176.5659  15800   167  9357  6443
   92  344.9181 176.9584  15649   151  9348  6301
   93  345.0037 177.1448  15663    14  9345  6318
   94  345.0031 177.3802  15553   110  9269  6284
   95  345.0003 177.6661  15320   233  9302  6018
   96  345.1186 177.6423  15170   150  9387  5783
   97  344.7115 178.0421  15065   105  9481  5584
   98  344.4835 178.5161  14992    73  9709  5283
   99  344.3963 178.4967  15150   158  9648  5502
  100  344.7119 178.0418  14786   364  9784  5002
  101  344.6476 178.4707  14574   212  9838  4736
  102  344.3756 178.9997  14439   135 10117  4322
  103  344.3646 179.0000  14436     3 10177  4259
  104  344.2633 179.2601  14442     6 10217  4225
  105  344.3765 179.1662  14388    54 10315  4073
  106  344.3776 179.1655  14350    38 10521  3829
  107  344.3625 179.0802  14419    69 10539  3880
  108  344.1258 179.2905  14382    37 10517  3865
  109  343.9563 179.2267  14360    22 10450  3910
  110  343.5819 179.3681  14333    27 10325  4008
  111  343.3635 179.8183  14062   271 10355  3707
