   40  290.1532 366.8465  17636     0 12175  5461
   41  290.4269 366.7861  17666    30 12271  5395
   42  290.7846 366.7146  17869   203 12573  5296
   43  290.8446 366.6158  17918    49 12557  5361
   44  290.0000 367.0000  17940    22 12304  5636
   45  289.5003 367.0000  18065   125 12337  5728
   46  290.0000 367.0000  18167   102 12330  5837
   47  289.4003 367.3997  17985   182 12056  5929
   48  290.0000 367.0000  18247   262 12255  5992
   49  289.3999 367.4000  17927   320 12046  5881
   50  290.6614 367.0021  18271   344 12273  5998
   51  290.0447 367.2392  17938   333 11928  6010
   52  289.6814 367.3175  17824   114 11842  5982
   53  289.8130 367.4115  17761    63 11712  6049
   54  289.6924 367.6155  17771    10 11489  6282
   55  289.8939 367.7585  17674    97 11434  6240
   56  289.9972 367.8949  17553   121 11461  6092
   57  289.8351 367.9040  17588    35 11432  6156
   58  289.7068 368.0650  17577    11 11394  6183
   59  289.7107 368.0649  17280   297 11409  5871
   60  289.7854 368.3620  17194    86 11416  5778
   61  289.8682 368.4087  17139    55 11367  5772
   62  289.9913 368.4979  17257   118 11387  5870
   63  289.8786 368.3792  17203    54 11335  5868
   64  289.7376 368.2881  17210     7 11330  5880
   65  289.9693 368.1664  17191    19 11367  5824
   66  289.9311 367.8359  17199     8 11532  5667
   67  289.7115 368.0618  17161    38 11606  5555
   68  289.7426 367.8717  17132    29 11675  5457
   69  289.9659 367.6571  17105    27 11702  5403
   70  290.2470 367.5352  17001   104 11708  5293
   71  290.3888 367.3577  16849   152 11654  5195
   72  290.5395 367.3060  16982   133 11486  5496
   73  290.9973 367.0019  17009    27 11472  5537
   74  291.0005 367.0004  17051    42 11508  5543
   75  291.0030 366.9987  17026    25 11488  5538
   76  290.9985 367.0017  16930    96 11424  5506
   77  290.7595 367.0404  16857    73 11354  5503
   78  290.6643 367.1237  16804    53 11332  5472
   79  290.5982 367.0386  16691   113 11304  5387
   80  290.4974 366.9998  16387   304 11303  5084
   81  290.5003 366.9995  16560   173 11314  5246
   82  290.5928 366.9269  16564     4 11395  5169
   83  290.3351 366.8761  16326   238 11589  4737
   84  290.3371 366.8737  16283    43 11644  4639
   85  290.5008 366.7260  16386   103 11321  5065
   86  290.5248 366.3683  16321    65 11341  4980
   87  290.1679 366.2778  16154   167 11656  4498
   88  289.9346 366.2648  16036   118 11566  4470
