  114  430.6183 184.6171  12066     0  9585  2481
  115  430.7167 184.5033  12131    65  9608  2523
  116  430.9089 184.6364  12187    56  9659  2528
  117  430.7527 184.6676  12200    13  9636  2564
  118  430.9994 184.5018  12131    69  9659  2472
  119  431.0008 184.5006  12199    68  9639  2560
  120  431.0026 184.4998  12192     7  9618  2574
  121  431.0012 184.5002  12247    55  9624  2623
  122  431.0010 184.5016  12265    18  9621  2644
  123  431.0011 184.5007  12313    48  9679  2634
  124  431.1168 184.4133  12247    66  9676  2571
  125  431.1161 184.4125  12236    11  9721  2515
  126  431.1147 184.4130  12269    33  9744  2525
  127  431.1099 184.2803  12284    15  9690  2594
  128  431.1583 184.1618  12278     6  9688  2590
  129  431.1590 184.1621  12306    28  9716  2590
  130  431.1592 184.1621  12299     7  9737  2562
  131  431.4500 184.1399  12320    21  9747  2573
  132  431.5614 184.0918  12444   124  9564  2880
  133  431.5604 184.0924  12432    12  9584  2848
  134  431.5631 184.0903  12385    47  9622  2763
  135  431.5621 184.0914  12345    40  9664  2681
  136  431.8035 184.0505  12272    73  9688  2584
  137  431.8031 184.0503  12257    15  9693  2564
  138  431.9024 184.0923  12234    23  9721  2513
  139  431.9014 184.0924  12122   112  9735  2387
  140  431.8057 184.0492  12077    45  9757  2320
  141  431.7449 183.9542  11967   110  9765  2202
  142  431.7463 183.9531  11947    20  9786  2161
  143  431.8050 184.0488  11846   101  9774  2072
  144  431.8058 184.0492  11804    42  9743  2061
  145  431.9041 184.0904  11805     1  9759  2046
  146  431.9055 184.0879  11749    56  9785  1964
  147  431.9054 184.0871  11737    12  9776  1961
  148  431.9945 183.9990  11769    32  9800  1969
  149  431.9948 183.9954  11810    41  9786  2024
  150  431.9942 183.9951  11799    11  9741  2058
  151  431.9934 183.9956  11682   117  9797  1885
  152  431.8085 184.0439  11604    78  9838  1766
  153  431.8960 183.9497  11507    97  9830  1677
  154  431.9944 183.9983  11462    45  9746  1716
  155  431.9947 183.9998  11444    18  9783  1661
  156  431.9967 184.0007  11439     5  9766  1673
  157  431.9982 184.0009  11429    10  9751  1678
  158  431.9996 183.9993  11410    19  9790  1620
  159  432.0014 184.0020  11386    24  9817  1569
  160  432.0006 183.9997  11397    11  9825  1572
  161  432.0002 184.0001  11306    91  9849  1457
  162  432.1098 183.9432  11349    43  9859  1490
  163  432.0002 183.7358  11283    66  9888  1395
  164  431.8212 183.8198  11141   142  9927  1214
  165  431.8208 183.8199  11191    50 10006  1185
  166  431.9997 183.8020  11192     1 10021  1171
  167  432.0001 183.8017  11242    50  9993  1249
  168  431.9993 183.8021  11237     5 10003  1234
  169  431.9990 183.8013  11232     5  9988  1244
