    0  310.3362 292.8677  11337     0  9429  1908
    1  310.3380 292.8674  11427    90  9340  2087
    2  310.5547 292.7385  11474    47  9229  2245
    3  310.5877 292.7220  11516    42  9101  2415
    4  310.6921 292.5046  11502    14  9110  2392
    5  310.7070 292.7067  11452    50  9136  2316
    6  310.7082 292.7072  11491    39  9118  2373
    7  310.7195 292.6001  11661   170  9114  2547
    8  310.6947 292.5025  11666     5  9155  2511
    9  310.6955 292.5020  11697    31  9144  2553
   10  310.7226 292.4010  11716    19  9198  2518
   11  310.8847 292.1979  11713     3  9210  2503
   12  311.2840 292.2927  11722     9  9224  2498
   13  311.1217 292.1717  11690    32  9208  2482
   14  311.1708 292.2623  11655    35  9210  2445
   15  311.3290 292.1293  11760   105  9154  2606
   16  311.3877 292.2201  11790    30  9140  2650
   17  311.4975 292.1707  11812    22  9132  2680
   18  311.6068 292.2204  12043   231  9139  2904
   19  311.6091 292.2210  12123    80  9107  3016
   20  311.7992 292.1233  12179    56  9055  3124
   21  311.7964 292.1256  12336   157  9079  3257
   22  311.8227 292.0413  12469   133  9040  3429
   23  311.9005 292.2495  12574   105  9047  3527
   24  311.9016 292.2523  12624    50  8989  3635
   25  312.0265 292.2506  12671    47  8944  3727
   26  311.9697 292.1804  12665     6  8870  3795
   27  311.9661 292.1795  12745    80  8869  3876
   28  311.9699 292.1811  12805    60  8899  3906
   29  312.0963 292.1285  12771    34  8964  3807
   30  312.1663 292.1962  12757    14  9017  3740
   31  312.0941 292.0322  12772    15  9046  3726
   32  312.1956 291.9715  12684    88  9068  3616
   33  312.3102 291.9710  12628    56  9043  3585
   34  312.1960 291.9704  12555    73  9056  3499
   35  312.3019 291.9363  12499    56  9053  3446
   36  312.4194 291.9373  12488    11  9030  3458
   37  312.4191 291.9382  12471    17  8987  3484
   38  312.4231 291.7643  12480     9  8992  3488
   39  312.7107 291.6686  12385    95  8983  3402
   40  312.7775 291.7352  12390     5  8927  3463
   41  312.7787 291.7350  12364    26  8923  3441
   42  312.6800 291.7591  12238   126  8916  3322
   43  312.4966 291.6769  12213    25  8830  3383
   44  312.4112 291.7325  12172    41  8866  3306
   45  312.3369 291.8060  12220    48  8821  3399
   46  312.3040 291.7414  12303    83  8805  3498
   47  312.1303 291.7862  12324    21  8832  3492
   48  312.2162 291.7318  12377    53  8878  3499
   49  312.1759 291.6526  12390    13  8888  3502
   50  312.0039 291.7387  12326    64  8875  3451
   51  311.9685 291.8198  12276    50  8851  3425
   52  311.8721 291.7844  12211    65  8878  3333
   53  311.7204 291.6594  12155    56  8829  3326
   54  311.6684 291.6025  12101    54  8838  3263
   55  311.5576 291.5849  12039    62  8919  3120
   56  311.7419 291.5904  11965    74  8922  3043
   57  311.5963 291.4461  11992    27  8947  3045
   58  311.5960 291.4468  12067    75  8922  3145
   59  311.7504 291.5004  11928   139  8853  3075
   60  311.6179 291.3485  12046   118  8822  3224
   61  311.6130 291.3483  12131    85  8816  3315
   62  311.3382 291.3998  12418   287  8764  3654
   63  311.5814 291.2763  12213   205  8784  3429
   64  311.4394 291.4049  12629   416  8798  3831
   65  311.4369 291.4049  12738   109  8859  3879
   66  311.4377 291.4048  12978   240  8874  4104
