  129  425.0822 289.0841  15010     0 10320  4690
  130  424.5003 289.0013  15187   177 10317  4870
  131  424.8286 289.0554  15103    84 10234  4869
  132  424.3511 288.9422  15032    71 10441  4591
  133  424.5237 289.2605  14765   267 10211  4554
  134  424.4535 289.1804  14735    30 10381  4354
  135  424.4987 289.0010  14677    58 10364  4313
  136  424.6375 289.0010  14590    87 10207  4383
  137  424.6914 289.0741  14543    47 10244  4299
  138  424.7132 288.9295  14609    66 10361  4248
  139  424.7592 289.0381  14532    77 10389  4143
  140  424.5042 288.9987  14498    34 10474  4024
  141  424.5985 288.9228  14545    47 10454  4091
  142  424.8758 288.8311  14507    38 10371  4136
  143  425.0889 288.9041  14471    36 10313  4158
  144  425.2577 288.4385  14518    47 10216  4302
  145  425.2589 288.4348  14610    92 10199  4411
  146  425.1671 288.3768  14648    38 10180  4468
  147  425.0803 288.2015  14719    71 10118  4601
  148  425.2918 288.0040  14718     1 10093  4625
  149  425.1935 287.9530  14745    27 10077  4668
  150  425.3471 287.6551  14671    74 10027  4644
  151  425.4043 287.5567  14684    13  9971  4713
  152  425.4936 287.5054  14721    37  9845  4876
  153  425.2952 287.5582  14640    81  9785  4855
  154  425.2758 287.4160  14696    56  9679  5017
  155  425.2752 287.3432  14666    30  9675  4991
  156  425.2979 287.1453  14587    79  9683  4904
  157  425.3984 286.9590  14376   211  9628  4748
  158  425.3495 286.6579  14338    38  9654  4684
  159  425.5008 286.9976  14224   114  9543  4681
  160  425.7063 286.9965  14106   118  9556  4550
  161  425.7489 286.7502  14069    37  9642  4427
  162  425.7632 286.6186  13890   179  9669  4221
  163  425.9056 286.4290  14022   132  9701  4321
  164  426.0929 286.0964  14047    25  9725  4322
  165  426.0029 286.0031  14082    35  9723  4359
  166  426.1370 285.9984  14085     3  9771  4314
  167  426.2392 285.8011  14158    73  9816  4342
  168  426.2398 285.7985  14099    59  9860  4239
  169  426.2714 285.6820  14053    46  9893  4160
  170  426.3788 285.7613  13952   101  9902  4050
  171  426.1737 285.7380  13860    92  9914  3946
  172  426.2716 285.6805  13783    77  9875  3908
  173  426.1195 285.5887  13646   137  9845  3801
  174  426.1164 285.5877  13566    80  9859  3707
  175  426.1186 285.5878  13416   150  9802  3614
  176  426.1177 285.5894  13354    62  9738  3616
  177  426.2500 285.6263  13155   199  9753  3402
  178  426.1197 285.5899  13034   121  9749  3285
  179  426.3615 285.9087  12917   117  9770  3147
  180  426.1988 285.9984  12703   214  9782  2921
  181  425.8014 286.0001  12568   135  9848  2720
