   43  521.6443 375.7865   8173     0  6201  1972
   44  521.5004 375.9998   8202    29  6199  2003
   45  521.4128 376.1163   8269    67  6197  2072
   46  521.5001 376.2220   8257    12  6173  2084
   47  521.7789 376.3889   8322    65  6221  2101
   48  521.8846 376.4815   8409    87  6252  2157
   49  521.9971 376.5031   8425    16  6220  2205
   50  521.8032 376.6680   8484    59  6242  2242
   51  521.8190 376.8221   8517    33  6235  2282
   52  521.9651 377.0825   8572    55  6251  2321
   53  521.9963 376.9993   8653    81  6253  2400
   54  522.0793 376.9461   8707    54  6257  2450
   55  522.0799 376.9467   8717    10  6264  2453
   56  522.0044 377.0019   8741    24  6289  2452
   57  522.0003 377.0085   8788    47  6292  2496
   58  521.9983 377.0083   8735    53  6337  2398
   59  521.9949 377.0049   8741     6  6324  2417
   60  521.8808 377.1160   8669    72  6321  2348
   61  521.5752 376.9459   8680    11  6306  2374
   62  521.5734 376.9471   8655    25  6283  2372
   63  521.5493 377.0926   8653     2  6287  2366
   64  521.6241 377.1547   8580    73  6275  2305
   65  521.5186 376.9057   8551    29  6280  2271
   66  521.5865 377.0676   8518    33  6275  2243
   67  521.4550 376.7163   8544    26  6341  2203
   68  521.5186 376.8981   8535     9  6282  2253
   69  521.3946 376.8247   8505    30  6314  2191
   70  521.5004 376.5069   8405   100  6252  2153
   71  521.5779 376.8483   8485    80  6264  2221
   72  521.7034 377.1453   8504    19  6244  2260
   73  521.6180 377.0768   8485    19  6244  2241
   74  521.7040 377.1490   8507    22  6226  2281
   75  521.9569 377.3994   8493    14  6247  2246
   76  522.0841 377.2166   8468    25  6247  2221
   77  522.0001 377.0033   8421    47  6233  2188
   78  521.9100 376.9109   8414     7  6220  2194
   79  521.8755 376.6674   8400    14  6201  2199
   80  522.0503 376.7493   8396     4  6202  2194
   81  522.1677 376.2812   8469    73  6207  2262
   82  522.4701 376.3534   8426    43  6203  2223
   83  522.7767 376.0552   8365    61  6174  2191
   84  522.8900 375.8896   8314    51  6169  2145
   85  522.9285 375.8571   8283    31  6187  2096
   86  522.5848 375.7502   8285     2  6171  2114
   87  522.7869 375.6446   8297    12  6180  2117
   88  522.9997 375.5002   8265    32  6171  2094
   89  523.3837 375.3845   8289    24  6214  2075
   90  523.7987 375.3327   8235    54  6159  2076
   91  524.3830 375.3847   8185    50  6172  2013
   92  524.3862 375.3851   8213    28  6189  2024
   93  524.5021 375.4998   8120    93  6209  1911
   94  524.9982 375.4988   8180    60  6187  1993
   95  524.9402 375.2346   8239    59  6179  2060
   96  524.9510 374.8998   8298    59  6186  2112
   97  525.0490 374.8081   8382    84  6185  2197
   98  525.3317 374.8717   8462    80  6173  2289
   99  525.4976 374.4994   8485    23  6153  2332
  100  525.5392 374.3054   8497    12  6123  2374
  101  525.6661 374.0733   8500     3  6157  2343
  102  525.6046 373.8241   8551    51  6181  2370
  103  525.3131 373.7530   8644    93  6180  2464
  104  525.1261 373.6910   8717    73  6184  2533
  105  525.1173 373.7667   8757    40  6215  2542
  106  525.2899 373.5044   8810    53  6230  2580
  107  525.0572 373.3483   8899    89  6221  2678
  108  525.0929 373.3074   8914    15  6252  2662
  109  525.2582 373.3565   8900    14  6286  2614
  110  525.2835 373.1863   8904     4  6317  2587
  111  525.4569 372.7905   8897     7  6301  2596
  112  525.5031 372.5007   8855    42  6302  2553
  113  525.4018 372.0333   8869    14  6239  2630
  114  525.3691 371.6384   8880    11  6245  2635
  115  525.3677 371.6342   8850    30  6254  2596
  116  525.3647 371.6346   8888    38  6254  2634
  117  525.0032 371.4995   8907    19  6225  2682
  118  525.0672 371.3229   8876    31  6189  2687
  119  524.9701 371.3430   8856    20  6171  2685
  120  524.9324 371.4194   8869    13  6195  2674
  121  524.6137 371.5156   8841    28  6180  2661
  122  524.4484 371.4135   8895    54  6193  2702
  123  524.2009 371.3327   8927    32  6175  2752
  124  523.9962 371.3195   8922     5  6147  2775
  125  523.5939 371.0780   8980    58  6094  2886
  126  523.5028 371.0034   8938    42  6113  2825
  127  523.2871 371.0728   9049   111  6148  2901
  128  523.1669 371.1043   9102    53  6164  2938
  129  522.7498 371.1786   9118    16  6180  2938
  130  522.4672 371.3551   9198    80  6256  2942
  131  522.1604 371.3748   9233    35  6256  2977
  132  521.9328 371.6328   9192    41  6247  2945
  133  522.0285 371.5815   9276    84  6284  2992
  134  521.9381 371.5763   9332    56  6249  3083
  135  522.0326 371.3443   9393    61  6277  3116
  136  522.0699 371.4176   9359    34  6285  3074
  137  522.2197 371.1798   9298    61  6283  3015
  138  522.2220 371.1798   9255    43  6303  2952
  139  522.3379 371.1871   9207    48  6294  2913
  140  522.2194 371.1805   9243    36  6278  2965
  141  522.1757 371.1999   9264    21  6276  2988
  142  522.2008 371.2891   9310    46  6260  3050
  143  522.2855 371.3405   9303     7  6251  3052
  144  522.2837 371.3403   9305     2  6236  3069
  145  522.2440 371.4204   9286    19  6255  3031
  146  522.1511 371.4665   9295     9  6245  3050
  147  522.2072 371.5399   9379    84  6264  3115
  148  522.2998 371.4984   9275   104  6282  2993
  149  522.6503 371.5875   9215    60  6215  3000
  150  522.8542 371.6170   9248    33  6228  3020
  151  522.9109 371.5429   9178    70  6230  2948
  152  523.0002 371.2271   9053   125  6260  2793
  153  523.1004 371.2024   9023    30  6266  2757
  154  523.2064 371.2418   8999    24  6276  2723
  155  523.5730 371.3451   8907    92  6197  2710
  156  523.8781 371.4375   8871    36  6219  2652
  157  524.2276 371.4599   8809    62  6192  2617
  158  524.3598 371.5188   8873    64  6202  2671
  159  524.9188 371.5584   8720   153  6133  2587
  160  525.5847 371.6268   8621    99  6049  2572
  161  526.0393 371.7409   8607    14  6047  2560
  162  526.1536 371.8875   8572    35  6066  2506
  163  526.7117 371.9632   8453   119  6024  2429
  164  526.8948 371.9297   8472    19  6008  2464
  165  527.1053 371.9693   8507    35  6034  2473
  166  527.3381 372.0711   8514     7  6070  2444
  167  527.8291 372.3653   8396   118  6010  2386
  168  527.7900 372.2792   8399     3  5980  2419
  169  527.8034 372.4522   8413    14  5970  2443
  170  527.8610 372.6218   8407     6  5921  2486
