  101  278.4983 227.4988  10149     0  8086  2063
  102  278.4980 227.2867  10176    27  8077  2099
  103  278.4127 227.1184  10186    10  8091  2095
  104  278.4139 227.1170  10185     1  8078  2107
  105  278.5703 227.0964  10086    99  8120  1966
  106  278.5011 227.0832  10172    86  8089  2083
  107  278.4109 227.2536  10305   133  8047  2258
  108  278.4975 227.2101  10360    55  8031  2329
  109  278.4976 227.0035  10379    19  8070  2309
  110  278.4978 227.0008  10413    34  8073  2340
  111  278.4988 226.9996  10417     4  8088  2329
  112  278.4238 226.9373  10495    78  8103  2392
  113  278.3794 226.8452  10561    66  8113  2448
  114  278.4568 227.0738  10699   138  8141  2558
  115  278.5380 226.9171  10658    41  8148  2510
  116  278.4960 226.8305  10685    27  8122  2563
  117  278.4297 226.7658  10794   109  8097  2697
  118  278.4984 226.7014  10829    35  8105  2724
  119  278.4295 226.7623  10844    15  8115  2729
  120  278.4262 226.7619  10812    32  8077  2735
  121  278.2309 226.5256  10793    19  8091  2702
  122  278.3204 226.3208  10769    24  8015  2754
  123  278.4152 226.3285  10739    30  8019  2720
  124  278.3209 226.3162  10767    28  8047  2720
  125  278.3372 226.2272  10796    29  8109  2687
  126  278.2488 226.2459  10804     8  8133  2671
  127  278.3350 226.2244  10760    44  8095  2665
  128  278.3367 226.2233  10845    85  8095  2750
  129  278.3378 226.2213  10845     0  8067  2778
  130  278.3377 226.2198  10849     4  8163  2686
  131  278.4558 226.0799  10788    61  8149  2639
  132  278.4554 226.0817  10698    90  8111  2587
  133  278.3861 225.8564  10658    40  8056  2602
  134  278.3858 225.8547  10679    21  8062  2617
  135  278.4543 225.7942  10696    17  8074  2622
  136  278.5277 225.8556  10713    17  8074  2639
  137  278.4566 225.7881  10740    27  8106  2634
  138  278.4605 225.7875  10755    15  8177  2578
  139  278.5049 225.7086  10820    65  8168  2652
  140  278.5061 225.5080  10784    36  8163  2621
  141  278.5077 225.5060  10758    26  8126  2632
  142  278.7046 225.5033  10771    13  8158  2613
  143  278.6091 225.4874  10714    57  8046  2668
  144  278.5091 225.5009  10837   123  8192  2645
  145  278.7609 225.5745  10831     6  8194  2637
  146  278.8432 225.3747  10612   219  8067  2545
  147  278.7436 225.3521  10603     9  8027  2576
  148  278.8132 225.2816  10567    36  7963  2604
  149  278.9077 225.3028  10490    77  7927  2563
  150  278.9957 225.2619  10490     0  7866  2624
  151  279.0590 225.2161  10383   107  7858  2525
  152  278.8787 225.1536  10432    49  7840  2592
  153  279.0927 225.1266  10462    30  7810  2652
  154  278.9994 225.0965  10470     8  7836  2634
  155  278.9998 224.9995  10420    50  7821  2599
  156  279.1050 224.9661  10386    34  7800  2586
  157  279.1067 224.9624  10423    37  7809  2614
  158  279.2109 224.8597  10453    30  7810  2643
  159  279.2194 224.9616  10424    29  7789  2635
  160  279.2930 224.7826  10400    24  7783  2617
  161  279.3164 224.9983  10416    16  7827  2589
  162  279.3176 224.9977  10439    23  7789  2650
  163  279.4916 224.9973  10432     7  7806  2626
  164  279.4923 224.9976  10388    44  7819  2569
  165  279.4937 224.7913  10424    36  7811  2613
  166  279.5116 224.8887  10485    61  7821  2664
  167  279.4936 224.7882  10354   131  7890  2464
  168  279.4043 224.7423  10333    21  7930  2403
  169  279.3465 224.6586  10354    21  7986  2368
  170  279.3440 224.6585  10269    85  8018  2251
  171  279.3448 224.6575  10190    79  8085  2105
  172  279.3342 224.8720  10163    27  8125  2038
  173  279.3328 224.8740  10215    52  8132  2083
  174  279.3306 224.8755  10235    20  8160  2075
  175  279.3332 224.8755  10176    59  8117  2059
  176  279.3385 224.8728  10238    62  8079  2159
  177  279.4630 224.6937  10307    69  8086  2221
  178  279.5062 224.5019  10501   194  8017  2484
  179  279.6798 224.5023  10579    78  8024  2555
  180  279.5868 224.5511  10619    40  8057  2562
  181  279.5856 224.5481  10637    18  8077  2560
  182  279.4523 224.4129  10630     7  8051  2579
  183  279.4180 224.2760  10754   124  8068  2686
  184  279.5867 224.2753  10919   165  7997  2922
  185  279.5855 224.2734  10935    16  8023  2912
  186  279.5865 224.2743  10968    33  7959  3009
  187  279.5852 224.2763  11024    56  7996  3028
  188  279.6324 224.3625  11036    12  8049  2987
  189  279.6340 224.3633  10925   111  8050  2875
  190  279.6370 224.3636  10854    71  8138  2716
  191  279.6375 224.3624  10887    33  8158  2729
  192  279.6384 224.3630  10820    67  8184  2636
  193  279.6824 224.1611  10795    25  8156  2639
  194  279.6936 224.0641  10761    34  8180  2581
  195  279.9239 224.1826  10711    50  8116  2595
  196  279.8028 223.9371  10750    39  8099  2651
  197  279.8029 223.9389  10678    72  8132  2546
  198  279.8693 223.8743  10678     0  8120  2558
  199  279.8711 223.8731  10659    19  8093  2566
  200  279.9648 223.8088  10630    29  8008  2622
  201  279.8119 223.7830  10693    63  7984  2709
  202  279.8435 223.6011  10728    35  7999  2729
  203  279.8419 223.5995  10811    83  7951  2860
  204  279.6766 223.5926  10861    50  7919  2942
  205  279.7701 223.5708  10944    83  7906  3038
  206  279.6583 223.4850  10933    11  7874  3059
  207  279.5084 223.2980  10993    60  7899  3094
  208  279.4354 223.2327  11002     9  7838  3164
  209  279.5023 223.2954  10867   135  7897  2970
  210  279.4998 223.4986  10804    63  7886  2918
  211  279.4999 223.4962  10731    73  7925  2806
  212  279.5811 223.4500  10597   134  8042  2555
  213  279.6323 223.3661  10499    98  7998  2501
  214  279.7218 223.4134  10313   186  7995  2318
  215  279.8682 223.6629  10164   149  7977  2187
  216  279.7256 223.5017  10023   141  7986  2037
  217  279.7276 223.4995   9901   122  8074  1827
  218  279.7273 223.4997   9818    83  8082  1736
  219  279.7895 223.3691   9733    85  8042  1691
  220  279.6678 223.3348   9665    68  8027  1638
  221  279.8734 223.3124   9637    28  8042  1595
  222  279.6178 223.3820   9573    64  8070  1503
  223  279.6168 223.3829   9520    53  8054  1466
