  115  334.5003 12.5001  16372     0 11563  4809
  116  334.5013 12.4994  16300    72 11621  4679
  117  334.9224 12.3077  16271    29 11561  4710
  118  335.3863 11.7807  16416   145 11439  4977
  119  336.4723 11.1343  16637   221 10703  5934
  120  336.3153 11.1633  16539    98 10462  6077
  121  336.9222 10.5040  16810   271  9946  6864
  122  336.7652 10.3496  16638   172  9776  6862
  123  336.8826 10.3376  16504   134  9630  6874
  124  336.4771 10.3756  16296   208  9944  6352
  125  336.6738 10.2194  16307    11  9434  6873
  126  336.4199 10.3472  16037   270  9717  6320
  127  336.3441 10.2315  15856   181  9554  6302
  128  335.9998 10.1497  15734   122  9428  6306
  129  335.9206 10.1172  15517   217  9343  6174
  130  335.4300 10.1447  15210   307  9650  5560
  131  335.4999 9.7034  15043   167  9567  5476
  132  335.4288 9.6225  14984    59  9492  5492
  133  335.4782 9.8711  14800   184  9397  5403
  134  335.4779 9.8689  14811    11  9311  5500
  135  335.7263 9.7332  14814     3  8948  5866
  136  335.4764 9.8706  14756    58  9214  5542
  137  335.2095 9.8353  14725    31  9178  5547
  138  335.2587 10.1496  14719     6  9165  5554
  139  335.3465 10.1605  14688    31  9154  5534
  140  335.2331 10.3521  14604    84  9130  5474
  141  335.2424 10.4853  14509    95  9134  5375
  142  335.2203 10.6999  14356   153  9274  5082
  143  335.4272 10.6242  14276    80  9306  4970
  144  335.4255 10.6220  14198    78  9351  4847
  145  335.0937 10.9062  14015   183  9362  4653
  146  334.9007 11.0504  13883   132  9338  4545
  147  335.0002 10.8649  13906    23  9249  4657
  148  334.9984 10.8638  13860    46  9226  4634
  149  334.8012 10.8495  13789    71  9173  4616
  150  334.6139 10.7242  13598   191  9137  4461
  151  334.6857 10.8416  13577    21  9134  4443
  152  334.5906 10.8818  13537    40  9220  4317
  153  334.6674 11.0010  13354   183  9251  4103
  154  334.5027 11.0023  13248   106  9266  3982
  155  334.5016 11.0015  13161    87  9260  3901
  156  334.5003 11.0025  13172    11  9358  3814
  157  334.4997 11.2868  13280   108  9594  3686
  158  334.4000 11.4005  13160   120  9669  3491
  159  334.3840 11.6161  13457   297 10031  3426
  160  334.3850 11.6148  13376    81 10226  3150
  161  334.3864 11.6156  13273   103 10524  2749
  162  334.5992 11.6010  13136   137 10498  2638
  163  334.6017 11.6020  13173    37 10619  2554
  164  334.6678 11.9163  13149    24 10741  2408
  165  334.5016 11.7151  13186    37 10789  2397
  166  334.3856 11.6176  13193     7 11107  2086
