   95  230.4994 330.6029  14779     0  8509  6270
   96  230.4997 330.7149  14696    83  8492  6204
   97  230.4999 330.7138  14623    73  8476  6147
   98  230.6248 330.4402  15186   563  8608  6578
   99  230.5030 330.2257  15160    26  8499  6661
  100  230.8163 330.2739  15093    67  8498  6595
  101  230.9560 330.2678  15057    36  8457  6600
  102  230.7750 330.0005  14968    89  8460  6508
  103  230.5857 330.0370  14895    73  8490  6405
  104  230.5849 330.0361  14854    41  8554  6300
  105  230.6319 329.9357  14911    57  8552  6359
  106  230.5483 329.9030  14877    34  8562  6315
  107  230.5013 329.8176  14804    73  8619  6185
  108  230.5687 329.5551  14665   139  8652  6013
  109  230.4986 329.5073  14349   316  8630  5719
  110  230.4994 329.5016  14375    26  8641  5734
  111  230.5396 329.4075  14455    80  8773  5682
  112  230.5995 329.3472  14511    56  8779  5732
  113  230.6058 329.1483  14518     7  8818  5700
  114  230.6056 329.3404  14481    37  8817  5664
  115  230.5692 329.2556  14530    49  8815  5715
  116  230.5692 329.2552  14547    17  8850  5697
  117  230.5810 329.1499  14540     7  8825  5715
  118  230.7120 329.0737  14632    92  8848  5784
  119  230.7826 328.9594  14667    35  8892  5775
  120  230.7204 328.9149  14760    93  8893  5867
  121  230.7392 328.8220  14856    96  8938  5918
  122  230.7248 328.7352  14848     8  8904  5944
  123  230.7241 328.7369  14846     2  8919  5927
  124  230.7230 328.7308  14852     6  8965  5887
  125  230.7962 328.7554  14978   126  8983  5995
  126  230.8623 328.7145  15018    40  8999  6019
  127  230.7955 328.7494  14885   133  9000  5885
  128  230.7959 328.6819  14864    21  9046  5818
  129  230.8846 328.7892  14898    34  9062  5836
  130  230.9888 328.6673  14879    19  9076  5803
  131  230.8204 328.5959  14836    43  9201  5635
  132  230.8955 328.5517  14825    11  9219  5606
  133  230.9248 328.3783  14823     2  9351  5472
  134  231.0850 328.5375  14863    40  9278  5585
  135  231.1650 328.4075  14921    58  9410  5511
  136  231.2025 328.3613  14999    78  9434  5565
  137  231.6231 328.3299  15230   231  9493  5737
  138  231.7106 328.1181  15397   167  9566  5831
  139  231.7147 328.1126  15556   159  9613  5943
  140  231.8336 328.0512  15794   238  9728  6066
  141  231.8865 327.9756  15830    36  9757  6073
  142  231.9663 327.9207  15890    60  9792  6098
  143  231.9973 327.9998  15945    55  9865  6080
  144  232.0037 328.0020  16052   107  9957  6095
  145  232.0944 328.2966  16296   244 10094  6202
  146  232.0960 328.2985  16470   174 10221  6249
  147  232.2579 328.3513  16538    68 10254  6284
  148  232.4788 328.3511  16785   247 10328  6457
  149  232.5582 328.4053  17417   632 10426  6991
  150  232.7567 328.3813  17523   106 10505  7018
  151  232.6625 328.4242  17706   183 10581  7125
  152  232.8562 328.3914  17830   124 10710  7120
  153  232.8591 328.3923  17853    23 10765  7088
  154  232.9961 328.4994  18115   262 10914  7201
  155  232.9410 328.4297  18343   228 11047  7296
  156  232.8633 328.3895  18517   174 11139  7378
  157  232.8584 328.3871  18542    25 11170  7372
  158  232.8603 328.3895  18689   147 11157  7532
  159  232.8589 328.3868  18972   283 11224  7748
  160  232.8612 328.2999  19031    59 11192  7839
  161  232.9188 328.1680  19007    24 11198  7809
  162  232.9484 328.0885  18973    34 11210  7763
  163  232.9493 328.0872  18942    31 11147  7795
  164  232.9493 328.1824  18953    11 11204  7749
  165  232.9242 328.2719  18973    20 11183  7790
  166  232.8479 328.3030  18958    15 11161  7797
  167  232.8487 328.3025  18997    39 11133  7864
  168  232.9255 328.2709  18949    48 11121  7828
  169  232.9249 328.2726  18972    23 11185  7787
  170  232.9240 328.2711  18894    78 11167  7727
  171  232.9272 328.2682  18927    33 11196  7731
  172  232.9232 328.2691  18832    95 11189  7643
  173  232.8746 328.1909  18819    13 11236  7583
  174  232.7847 328.2335  18809    10 11257  7552
  175  232.7820 328.2288  18885    76 11218  7667
  176  232.7315 327.9964  18779   106 11171  7608
  177  232.6717 327.8816  18652   127 11084  7568
  178  232.6387 327.7360  18521   131 11040  7481
  179  232.6466 327.5038  18590    69 11071  7519
  180  232.5553 327.4416  18500    90 11310  7190
  181  232.6348 327.2636  18432    68 11303  7129
  182  232.5824 327.1997  18381    51 11268  7113
  183  232.6620 327.1618  18188   193 11165  7023
  184  232.6765 327.0693  18087   101 11005  7082
  185  232.7234 326.9043  18092     5 11011  7081
  186  232.7198 326.9038  17973   119 10921  7052
  187  232.5787 326.9746  17887    86 10862  7025
  188  232.7451 326.9992  17825    62 10937  6888
  189  232.7486 327.0003  17846    21 11076  6770
  190  232.6633 326.9953  17799    47 11142  6657
  191  232.6631 326.9971  17783    16 11227  6556
  192  232.6626 326.9994  17842    59 11305  6537
  193  232.5805 326.9805  17748    94 11340  6408
  194  232.5831 326.9796  17822    74 11119  6703
  195  232.5839 326.9801  17924   102 10876  7048
  196  232.5569 327.0652  18017    93 10678  7339
  197  232.5497 327.0675  18060    43 10509  7551
  198  232.6189 327.1079  18174   114 10291  7883
  199  232.5450 327.0736  18160    14 10219  7941
  200  232.5598 327.1726  18240    80 10074  8166
  201  232.4860 327.1349  18104   136  9838  8266
  202  232.3488 327.3454  18106     2  9749  8357
  203  232.3142 327.4157  17975   131  9607  8368
  204  232.3124 327.4218  17932    43  9411  8521
  205  232.3873 327.4575  18068   136  9261  8807
  206  232.3893 327.4593  18039    29  9140  8899
  207  232.3952 327.5961  17847   192  8867  8980
  208  232.3935 327.5963  17756    91  8737  9019
  209  232.3913 327.4612  17790    34  8646  9144
  210  232.4271 327.5305  17549   241  8479  9070
  211  232.4275 327.5337  17263   286  8418  8845
  212  232.3493 327.6495  17029   234  8352  8677
  213  232.3471 327.6563  16880   149  8293  8587
  214  232.3446 327.6577  16719   161  8329  8390
  215  232.3559 327.8064  16578   141  8309  8269
  216  232.2798 327.8251  16383   195  8306  8077
  217  232.2819 327.9123  16097   286  8350  7747
  218  232.2832 327.9171  15847   250  8377  7470
  219  232.3584 327.9617  15546   301  8403  7143
  220  232.2849 327.9219  15276   270  8426  6850
  221  232.2832 328.1329  15024   252  8477  6547
  222  232.3079 328.2631  14791   233  8529  6262
  223  232.3809 328.2290  14536   255  8518  6018
  224  232.4351 328.1693  14322   214  8550  5772
  225  232.3804 328.1035  14211   111  8640  5571
  226  232.2044 328.0832  14027   184  8700  5327
  227  232.1348 328.1356  13931    96  8787  5144
  228  232.2475 328.2448  13686   245  8874  4812
  229  232.4823 328.3924  13442   244  8952  4490
  230  232.4131 328.5421  13148   294  9003  4145
  231  232.2747 328.4102  13066    82  9158  3908
  232  232.0041 328.2898  12907   159  9223  3684
  233  232.0925 328.0967  12707   200  9263  3444
  234  232.2113 328.3687  12591   116  9364  3227
  235  232.2847 328.4980  12455   136  9437  3018
  236  232.4989 328.4989  12362    93  9533  2829
