    0  99.1802 151.9945   9886     0  7418  2468
    1  99.1800 151.9937   9877     9  7336  2541
    2  99.1007 151.9043   9799    78  7278  2521
    3  99.2743 151.5053   9709    90  7265  2444
    4  99.1782 151.4397   9668    41  7194  2474
    5  99.0464 151.4024   9681    13  7125  2556
    6  99.0426 151.3986   9677     4  7080  2597
    7  99.0028 151.2948   9575   102  7065  2510
    8  98.9970 151.0072   9467   108  7025  2442
    9  98.9981 151.0063   9470     3  7041  2429
   10  98.9979 151.0065   9517    47  7056  2461
   11  98.9977 151.0059   9523     6  7078  2445
   12  98.9094 151.0964   9506    17  7046  2460
   13  98.9098 151.0952   9574    68  7069  2505
   14  98.9068 151.0950   9518    56  7050  2468
   15  98.9924 151.0014   9467    51  6989  2478
   16  98.9913 151.0005   9463     4  7004  2459
   17  98.9915 150.9998   9418    45  6998  2420
   18  98.7804 150.9152   9481    63  7003  2478
   19  98.7811 150.9140   9569    88  7024  2545
   20  98.6016 150.9582   9625    56  7075  2550
   21  98.5588 150.9162   9606    19  7145  2461
   22  98.3363 150.8719   9440   166  7132  2308
   23  98.3891 150.7799   9459    19  7200  2259
   24  98.1478 150.8057   9438    21  7246  2192
   25  98.1455 150.8059   9385    53  7279  2106
   26  98.1441 150.8027   9424    39  7315  2109
   27  98.0871 150.5011   9535   111  7324  2211
   28  98.0871 150.5009   9615    80  7375  2240
   29  98.0869 150.5014   9649    34  7431  2218
   30  98.1762 150.4338   9706    57  7322  2384
   31  98.0974 150.0976   9814   108  7366  2448
   32  98.0968 150.0956   9815     1  7367  2448
   33  98.0977 150.0949   9909    94  7433  2476
   34  98.3038 150.1027   9986    77  7501  2485
   35  98.3052 150.0999  10072    86  7525  2547
   36  98.3724 149.9998  10105    33  7536  2569
   37  98.5002 149.9989  10175    70  7681  2494
   38  98.5901 150.1127  10265    90  7751  2514
   39  98.7345 149.6664  10418   153  7779  2639
   40  98.9410 149.8231  10530   112  7824  2706
   41  98.9448 149.6670  10686   156  7862  2824
   42  98.9340 149.7965  10675    11  7936  2739
   43  98.8587 149.6416  10694    19  7923  2771
   44  98.8689 149.4672  10679    15  7791  2888
   45  99.0006 149.4996  10661    18  7750  2911
   46  99.0010 149.3099  10684    23  7813  2871
   47  99.1674 149.5838  10861   177  8045  2816
   48  99.3997 149.8661  10949    88  8032  2917
   49  99.5876 150.1174  11090   141  8164  2926
   50  99.5893 150.1169  11107    17  8168  2939
   51  99.6017 149.9330  11108     1  8167  2941
   52  99.9151 149.8346  11146    38  8129  3017
   53  99.9286 150.1424  11246   100  8115  3131
   54  99.7248 149.6688  11320    74  8133  3187
   55  99.8357 149.6153  11359    39  8130  3229
   56  100.1354 149.8183  11450    91  8134  3316
   57  99.9226 149.4016  11551   101  8037  3514
   58  100.0885 149.4785  11620    69  8012  3608
   59  100.2180 149.3056  11630    10  8020  3610
   60  100.0050 149.0064  11633     3  7997  3636
   61  100.1299 149.3350  11689    56  7954  3735
   62  100.0460 149.1205  11642    47  7934  3708
   63  100.1592 149.5338  11717    75  7897  3820
   64  100.0781 149.3244  11675    42  7835  3840
   65  100.3548 149.5325  11856   181  7824  4032
   66  100.3232 149.6086  11913    57  7784  4129
   67  100.2692 149.6944  11854    59  7757  4097
   68  100.4039 149.6514  11927    73  7753  4174
   69  100.4169 149.5481  11973    46  7747  4226
   70  100.4180 149.5488  11924    49  7717  4207
   71  100.3780 149.8373  11861    63  7706  4155
   72  100.3691 149.6341  11829    32  7667  4162
   73  100.5276 149.8525  11798    31  7707  4091
   74  100.5278 149.8537  11791     7  7693  4098
   75  100.4590 149.9134  11886    95  7592  4294
   76  100.4576 149.9137  11833    53  7603  4230
   77  100.3650 149.9169  11865    32  7600  4265
   78  100.4095 149.8411  11912    47  7561  4351
   79  100.3219 149.8153  11902    10  7560  4342
   80  100.3193 149.8093  11880    22  7579  4301
   81  100.2381 149.5724  11812    68  7501  4311
   82  100.2984 149.5015  11745    67  7423  4322
   83  100.2968 149.5017  11711    34  7376  4335
   84  100.2984 149.5009  11633    78  7374  4259
   85  100.2048 149.5404  11573    60  7328  4245
   86  100.2970 149.5001  11531    42  7311  4220
   87  100.2059 149.5373  11465    66  7295  4170
   88  100.2040 149.5381  11365   100  7275  4090
   89  100.2061 149.5428  11212   153  7277  3935
   90  100.1919 149.5026  11087   125  7285  3802
   91  100.1310 149.6233  10987   100  7233  3754
   92  100.3348 149.5989  10911    76  7257  3654
   93  100.4982 149.4979  10721   190  7217  3504
   94  100.4072 149.4440  10664    57  7238  3426
   95  100.4027 149.2430  10583    81  7251  3332
   96  100.5009 149.1702  10497    86  7182  3315
   97  100.6670 149.1273  10330   167  7166  3164
   98  100.6673 149.1254  10214   116  7160  3054
   99  100.6702 149.1260  10162    52  7115  3047
  100  100.9992 149.0026  10099    63  7100  2999
  101  101.0019 148.9995  10040    59  7042  2998
  102  101.0021 148.9976   9964    76  7035  2929
