    0  323.5960 352.9959  14139     0  9861  4278
    1  323.6397 352.8947  14270   131  9865  4405
    2  323.6390 352.8955  14271     1  9892  4379
    3  323.6408 352.8972  14250    21  9888  4362
    4  323.5563 352.9208  14170    80  9857  4313
    5  323.7532 353.0211  14127    43  9859  4268
    6  323.7537 353.0188  14081    46  9945  4136
    7  323.8013 352.9384  14102    21  9962  4140
    8  323.8761 352.8811  14086    16  9980  4106
    9  323.7259 352.8435  14030    56 10090  3940
   10  323.8179 352.8188  13987    43 10041  3946
   11  323.5917 352.6223  14094   107 10062  4032
   12  323.7039 352.5064  14179    85 10045  4134
   13  323.7075 352.5013  14133    46  9979  4154
   14  323.7110 352.4981  14005   128  9891  4114
   15  323.7114 352.4981  13977    28  9890  4087
   16  323.8775 352.4950  13938    39  9844  4094
   17  323.8764 352.4958  13902    36  9844  4058
   18  323.7781 352.4797  13909     7  9841  4068
   19  323.7302 352.4087  13882    27  9874  4008
   20  323.7305 352.4069  13859    23  9886  3973
   21  323.8261 352.3857  13942    83  9899  4043
   22  323.7312 352.4078  13924    18  9826  4098
   23  323.8857 352.3036  13856    68  9847  4009
   24  323.8855 352.3015  13847     9  9898  3949
   25  323.8347 352.1236  13698   149  9891  3807
   26  323.7997 351.7658  13741    43  9841  3900
   27  323.8019 351.7614  13911   170  9801  4110
   28  323.9961 351.5065  13900    11  9801  4099
   29  323.9953 351.5011  13932    32  9790  4142
   30  323.9577 351.3978  13875    57  9824  4051
   31  323.9589 351.3983  13759   116  9765  3994
   32  323.9993 351.4961  13711    48  9754  3957
   33  323.9992 351.2936  13545   166  9762  3783
   34  324.0839 351.2205  13468    77  9766  3702
   35  324.0853 351.2209  13370    98  9773  3597
   36  324.0904 351.0965  13364     6  9770  3594
   37  324.0013 351.0070  13364     0  9737  3627
   38  324.0011 351.0071  13347    17  9737  3610
   39  324.0012 351.0050  13293    54  9745  3548
   40  324.2100 351.0049  13206    87  9659  3547
   41  324.2986 351.1030  13212     6  9763  3449
   42  324.3312 351.0043  13138    74  9792  3346
   43  324.4979 351.2237  13011   127  9772  3239
   44  324.3745 351.4389  12868   143  9757  3111
   45  324.3999 351.5991  12655   213  9715  2940
   46  324.3995 351.6003  12589    66  9656  2933
   47  324.4994 351.7135  12577    12  9689  2888
   48  324.2511 351.6671  12494    83  9721  2773
   49  324.3846 351.3871  12675   181  9834  2841
   50  324.6142 351.6151  12410   265  9685  2725
   51  324.6150 351.6154  12338    72  9585  2753
   52  324.6360 351.5471  12231   107  9642  2589
   53  324.7491 351.6678  12095   136  9675  2420
   54  324.7992 351.5019  11925   170  9667  2258
