4448 4278 12191 7134 2713 4291 2646 2444 2127 3620 5716 2448 2101 4194 1908 5608 2678 3217 9793 4746 3122 5622 2468 2994 5979 4869 5896 6066 10574 9501 4263 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
4585 4405 12255 7200 2764 4284 2819 2374 2172 3645 5761 2582 2027 4216 2087 5732 2640 3269 9755 4717 3163 5800 2541 2977 5864 4721 5922 6330 10630 9375 4099 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
4714 4379 12404 7367 2821 4367 2871 2364 2145 3552 5952 2890 2172 4248 2245 5833 2592 3461 9758 4637 3248 5753 2521 2948 5862 4583 6262 6513 10556 9228 4152 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
4912 4362 12515 7631 2950 4093 3109 2284 2148 3558 5872 3079 2114 4245 2415 5950 2691 3373 9807 4513 3253 5817 2444 3036 5788 4362 6295 6616 10413 9073 4174 1297 1711 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
4951 4313 12489 7805 2986 4033 3240 2237 2230 3525 5850 3344 2013 4189 2392 5855 2738 3379 9718 4370 3263 5901 2474 3066 5831 4138 6200 6615 10326 8812 4230 1382 1733 2709 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
5150 4268 12217 8065 3079 4199 3243 2165 2178 3450 5765 3439 2012 4191 2316 5832 2636 3411 9584 3878 3190 5807 2556 3076 5789 3942 5919 6719 10419 8713 4448 1472 1845 2668 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
5159 4136 12075 8264 3111 4271 3338 2021 2243 3314 5595 3554 2095 4140 2373 5861 2601 3464 9381 3796 3200 5934 2597 3034 5801 3675 5902 6746 10341 8672 4234 1556 1868 2633 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
5270 4140 11803 8476 3205 4264 3404 1970 2366 3304 5483 3829 1989 4433 2547 5875 2616 3537 9132 3949 3261 5936 2510 2948 5810 3594 5985 6755 10412 8650 4259 1712 1886 2701 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
5377 4106 11298 8618 3238 3862 3395 1874 2540 3264 5264 4002 1823 4347 2511 5857 2588 3449 8985 3664 3290 5879 2442 2763 5900 3527 5896 6798 10481 8747 4403 1818 1838 2661 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
5374 3940 11100 8754 3431 3874 3507 1845 2628 3163 5174 4186 1857 4234 2553 5530 2591 3445 8943 3840 3303 5869 2429 2703 6177 3373 5893 6989 10628 8863 4366 1906 1868 2597 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
5443 3946 10999 8816 3467 3707 3447 1786 2628 2960 5121 4445 1952 4330 2518 5479 2629 3510 8896 3678 3328 5947 2461 2730 5941 3186 5809 7146 10595 8825 4347 1984 1921 2669 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
5414 4032 10682 8985 3613 3745 3537 1745 2716 2884 4973 4584 1992 4165 2503 5411 2598 3471 8768 3515 3218 5941 2445 2652 5816 3112 5824 7156 10651 8940 4568 2023 1914 2648 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
